042008020,"Orang memberitahukan kepada-Nya: $Ibu-Mu dan saudara-saudara-Mu ada di luar dan ingin bertemu dengan Engkau.$"
042008021,"Tetapi Ia menjawab mereka: $Ibu-Ku dan saudara-saudara-Ku ialah mereka, yang mendengarkan firman Allah dan melakukannya.$"
042008022,"Pada suatu hari Yesus naik ke dalam perahu bersama-sama dengan murid-murid-Nya, dan Ia berkata kepada mereka: $Marilah kita bertolak ke seberang danau.$ Lalu bertolaklah mereka."
042008023,"Dan ketika mereka sedang berlayar, Yesus tertidur. Sekonyong-konyong turunlah taufan ke danau, sehingga perahu itu kemasukan air dan mereka berada dalam bahaya."
042008024,"Maka datanglah murid-murid-Nya membangunkan Dia, katanya: $Guru, Guru, kita binasa!$ Ia pun bangun, lalu menghardik angin dan air yang mengamuk itu. Dan angin dan air itu pun reda dan danau itu menjadi teduh."
042008025,"Lalu kata-Nya kepada mereka: $Di manakah kepercayaanmu?$ Maka takutlah mereka dan heran, lalu berkata seorang kepada yang lain: $Siapa gerangan orang ini, sehingga Ia memberi perintah kepada angin dan air dan mereka taat kepada-Nya?$"
042008026,"Lalu mendaratlah Yesus dan murid-murid-Nya di tanah orang Gerasa yang terletak di seberang Galilea."
042008027,"Setelah Yesus naik ke darat, datanglah seorang laki-laki dari kota itu menemui Dia; orang itu dirasuki oleh setan-setan dan sudah lama ia tidak berpakaian dan tidak tinggal dalam rumah, tetapi dalam pekuburan."
042008028,"Ketika ia melihat Yesus, ia berteriak lalu tersungkur di hadapan-Nya dan berkata dengan suara keras: $Apa urusan-Mu dengan aku, hai Yesus Anak Allah Yang Mahatinggi? Aku memohon kepada-Mu, supaya Engkau jangan menyiksa aku.$"
042008029,"Ia berkata demikian sebab Yesus memerintahkan roh jahat itu keluar dari orang itu. Karena sering roh itu menyeret-nyeret dia, maka untuk menjaganya, ia dirantai dan dibelenggu, tetapi ia memutuskan segala pengikat itu dan ia dihalau oleh setan itu ke tempat-tempat yang sunyi."
042008030,"Dan Yesus bertanya kepadanya: $Siapakah namamu?$ Jawabnya: $Legion,$ karena ia kerasukan banyak setan."
042008031,"Lalu setan-setan itu memohon kepada Yesus, supaya Ia jangan memerintahkan mereka masuk ke dalam jurang maut."
042008032,"Adalah di sana sejumlah besar babi sedang mencari makan di lereng gunung, lalu setan-setan itu meminta kepada Yesus, supaya Ia memperkenankan mereka memasuki babi-babi itu. Yesus mengabulkan permintaan mereka."
042008033,"Lalu keluarlah setan-setan itu dari orang itu dan memasuki babi-babi itu. Kawanan babi itu terjun dari tepi jurang ke dalam danau lalu mati lemas."
042008034,"Setelah penjaga-penjaga babi itu melihat apa yang telah terjadi, mereka lari lalu menceritakan hal itu di kota dan di kampung-kampung sekitarnya."
042008035,"Dan keluarlah orang-orang untuk melihat apa yang telah terjadi. Mereka datang kepada Yesus dan mereka menjumpai orang yang telah ditinggalkan setan-setan itu duduk di kaki Yesus; ia telah berpakaian dan sudah waras. Maka takutlah mereka."
042008036,"Orang-orang yang telah melihat sendiri hal itu memberitahukan kepada mereka, bagaimana orang yang dirasuk setan itu telah diselamatkan."
042008037,"Lalu seluruh penduduk daerah Gerasa meminta kepada Yesus, supaya Ia meninggalkan mereka, sebab mereka sangat ketakutan. Maka naiklah Ia ke dalam perahu, lalu berlayar kembali."
042008038,"Dan orang yang telah ditinggalkan setan-setan itu meminta supaya ia diperkenankan menyertai-Nya. Tetapi Yesus menyuruh dia pergi, kata-Nya:"
042008039,"$Pulanglah ke rumahmu dan ceriterakanlah segala sesuatu yang telah diperbuat Allah atasmu.$ Orang itu pun pergi mengelilingi seluruh kota dan memberitahukan segala apa yang telah diperbuat Yesus atas dirinya."
042008040,"Ketika Yesus kembali, orang banyak menyambut Dia sebab mereka semua menanti-nantikan Dia."
042008041,"Maka datanglah seorang yang bernama Yairus. Ia adalah kepala rumah ibadat. Sambil tersungkur di depan kaki Yesus ia memohon kepada-Nya, supaya Yesus datang ke rumahnya,"
042008042,"karena anaknya perempuan yang satu-satunya, yang berumur kira-kira dua belas tahun, hampir mati. Dalam perjalanan ke situ Yesus didesak-desak orang banyak."
042008043,"Adalah seorang perempuan yang sudah dua belas tahun menderita pendarahan dan yang tidak berhasil disembuhkan oleh siapa pun."
042008044,"Ia maju mendekati Yesus dari belakang dan menjamah jumbai jubah-Nya, dan seketika itu juga berhentilah pendarahannya."
042008045,"Lalu kata Yesus: $Siapa yang menjamah Aku?$ Dan karena tidak ada yang mengakuinya, berkatalah Petrus: $Guru, orang banyak mengerumuni dan mendesak Engkau.$"
042008046,"Tetapi Yesus berkata: $Ada seorang yang menjamah Aku, sebab Aku merasa ada kuasa keluar dari diri-Ku.$"
042008047,"Ketika perempuan itu melihat, bahwa perbuatannya itu ketahuan, ia datang dengan gemetar, tersungkur di depan-Nya dan menceriterakan kepada orang banyak apa sebabnya ia menjamah Dia dan bahwa ia seketika itu juga menjadi sembuh."
042008048,"Maka kata-Nya kepada perempuan itu: $Hai anak-Ku, imanmu telah menyelamatkan engkau, pergilah dengan selamat!$"
042008049,"Ketika Yesus masih berbicara, datanglah seorang dari keluarga kepala rumah ibadat itu dan berkata: $Anakmu sudah mati, jangan lagi engkau menyusah-nyusahkan Guru!$"
042008050,"Tetapi Yesus mendengarnya dan berkata kepada Yairus: $Jangan takut, percaya saja, dan anakmu akan selamat.$"
042008051,"Setibanya di rumah Yairus, Yesus tidak memperbolehkan seorang pun ikut masuk dengan Dia, kecuali Petrus, Yohanes dan Yakobus dan ayah anak itu serta ibunya."
042008052,"Semua orang menangis dan meratapi anak itu. Akan tetapi Yesus berkata: $Jangan menangis; ia tidak mati, tetapi tidur.$"
042008053,"Mereka menertawakan Dia, karena mereka tahu bahwa anak itu telah mati."
042008054,"Lalu Yesus memegang tangan anak itu dan berseru, kata-Nya: $Hai anak bangunlah!$"
042008055,"Maka kembalilah roh anak itu dan seketika itu juga ia bangkit berdiri. Lalu Yesus menyuruh mereka memberi anak itu makan."
042008056,"Dan takjublah orang tua anak itu, tetapi Yesus melarang mereka memberitahukan kepada siapa pun juga apa yang terjadi itu."
042009001,"Maka Yesus memanggil kedua belas murid-Nya, lalu memberikan tenaga dan kuasa kepada mereka untuk menguasai setan-setan dan untuk menyembuhkan penyakit-penyakit."
042009002,"Dan Ia mengutus mereka untuk memberitakan Kerajaan Allah dan untuk menyembuhkan orang,"
042009003,"kata-Nya kepada mereka: $Jangan membawa apa-apa dalam perjalanan, jangan membawa tongkat atau bekal, roti atau uang, atau dua helai baju."
042009004,"Dan apabila kamu sudah diterima dalam suatu rumah, tinggallah di situ sampai kamu berangkat dari situ."
042009005,"Dan kalau ada orang yang tidak mau menerima kamu, keluarlah dari kota mereka dan kebaskanlah debunya dari kakimu sebagai peringatan terhadap mereka.$"
042009006,"Lalu pergilah mereka dan mereka mengelilingi segala desa sambil memberitakan Injil dan menyembuhkan orang sakit di segala tempat."
042009007,"Herodes, raja wilayah, mendengar segala yang terjadi itu dan ia pun merasa cemas, sebab ada orang yang mengatakan, bahwa Yohanes telah bangkit dari antara orang mati."
042009008,"Ada lagi yang mengatakan, bahwa Elia telah muncul kembali, dan ada pula yang mengatakan, bahwa seorang dari nabi-nabi dahulu telah bangkit."
042009009,"Tetapi Herodes berkata: $Yohanes telah kupenggal kepalanya. Siapa gerangan Dia ini, yang kabarnya melakukan hal-hal demikian?$ Lalu ia berusaha supaya dapat bertemu dengan Yesus."
042009010,"Sekembalinya rasul-rasul itu menceriterakan kepada Yesus apa yang telah mereka kerjakan. Lalu Yesus membawa mereka dan menyingkir ke sebuah kota yang bernama Betsaida, sehingga hanya mereka saja bersama Dia."
042009011,"Akan tetapi orang banyak mengetahuinya, lalu mengikuti Dia. Ia menerima mereka dan berkata-kata kepada mereka tentang Kerajaan Allah dan Ia menyembuhkan orang-orang yang memerlukan penyembuhan."
042009012,"Pada waktu hari mulai malam datanglah kedua belas murid-Nya kepada-Nya dan berkata: $Suruhlah orang banyak itu pergi, supaya mereka pergi ke desa-desa dan kampung-kampung sekitar ini untuk mencari tempat penginapan dan makanan, karena di sini kita berada di tempat yang sunyi.$"
042009013,"Tetapi Ia berkata kepada mereka: $Kamu harus memberi mereka makan!$ Mereka menjawab: $Yang ada pada kami tidak lebih dari pada lima roti dan dua ikan, kecuali kalau kami pergi membeli makanan untuk semua orang banyak ini.$"
042009014,"Sebab di situ ada kira-kira lima ribu orang laki-laki. Lalu Ia berkata kepada murid-murid-Nya: $Suruhlah mereka duduk berkelompok-kelompok, kira-kira lima puluh orang sekelompok.$"
042009015,"Murid-murid melakukannya dan menyuruh semua orang banyak itu duduk."
042009016,"Dan setelah Ia mengambil lima roti dan dua ikan itu, Ia menengadah ke langit, mengucap berkat, lalu memecah-mecahkan roti itu dan memberikannya kepada murid-murid-Nya supaya dibagi-bagikannya kepada orang banyak."
042009017,"Dan mereka semuanya makan sampai kenyang. Kemudian dikumpulkan potongan-potongan roti yang sisa sebanyak dua belas bakul."
042009018,"Pada suatu kali ketika Yesus berdoa seorang diri, datanglah murid-murid-Nya kepada-Nya. Lalu Ia bertanya kepada mereka: $Kata orang banyak, siapakah Aku ini?$"
042009019,"Jawab mereka: $Yohanes Pembaptis, ada juga yang mengatakan: Elia, ada pula yang mengatakan, bahwa seorang dari nabi-nabi dahulu telah bangkit.$"
042009020,"Yesus bertanya kepada mereka: $Menurut kamu, siapakah Aku ini?$ Jawab Petrus: $Mesias dari Allah.$"
042009021,"Lalu Yesus melarang mereka dengan keras, supaya mereka jangan memberitahukan hal itu kepada siapa pun."
042009022,"Dan Yesus berkata: $Anak Manusia harus menanggung banyak penderitaan dan ditolak oleh tua-tua, imam-imam kepala dan ahli-ahli Taurat, lalu dibunuh dan dibangkitkan pada hari ketiga.$"
042009023,"Kata-Nya kepada mereka semua: $Setiap orang yang mau mengikut Aku, ia harus menyangkal dirinya, memikul salibnya setiap hari dan mengikut Aku."
042009024,"Karena barangsiapa mau menyelamatkan nyawanya, ia akan kehilangan nyawanya; tetapi barangsiapa kehilangan nyawanya karena Aku, ia akan menyelamatkannya."
042009025,"Apa gunanya seorang memperoleh seluruh dunia, tetapi ia membinasakan atau merugikan dirinya sendiri?"
042009026,"Sebab barangsiapa malu karena Aku dan karena perkataan-Ku, Anak Manusia juga akan malu karena orang itu, apabila Ia datang kelak dalam kemuliaan-Nya dan dalam kemuliaan Bapa dan malaikat-malaikat kudus."
042009027,"Aku berkata kepadamu: Sesungguhnya di antara orang yang hadir di sini ada yang tidak akan mati sebelum mereka melihat Kerajaan Allah.$"
042009028,"Kira-kira delapan hari sesudah segala pengajaran itu, Yesus membawa Petrus, Yohanes dan Yakobus, lalu naik ke atas gunung untuk berdoa."
042009029,"Ketika Ia sedang berdoa, rupa wajah-Nya berubah dan pakaian-Nya menjadi putih berkilau-kilauan."
042009030,"Dan tampaklah dua orang berbicara dengan Dia, yaitu Musa dan Elia."
042009031,"Keduanya menampakkan diri dalam kemuliaan dan berbicara tentang tujuan kepergian-Nya yang akan digenapi-Nya di Yerusalem."
042009032,"Sementara itu Petrus dan teman-temannya telah tertidur dan ketika mereka terbangun mereka melihat Yesus dalam kemuliaan-Nya: dan kedua orang yang berdiri di dekat-Nya itu."
042009033,"Dan ketika kedua orang itu hendak meninggalkan Yesus, Petrus berkata kepada-Nya: $Guru, betapa bahagianya kami berada di tempat ini. Baiklah kami dirikan sekarang tiga kemah, satu untuk Engkau, satu untuk Musa dan satu untuk Elia.$ Tetapi Petrus tidak tahu apa yang dikatakannya itu."
042009034,"Sementara ia berkata demikian, datanglah awan menaungi mereka. Dan ketika mereka masuk ke dalam awan itu, takutlah mereka."
042009035,"Maka terdengarlah suara dari dalam awan itu, yang berkata: $Inilah Anak-Ku yang Kupilih, dengarkanlah Dia.$"
042009036,"Ketika suara itu terdengar, nampaklah Yesus tinggal seorang diri. Dan murid-murid itu merahasiakannya, dan pada masa itu mereka tidak menceriterakan kepada siapa pun apa yang telah mereka lihat itu."
042009037,"Pada keesokan harinya ketika mereka turun dari gunung itu, datanglah orang banyak berbondong-bondong menemui Yesus."
042009038,"Seorang dari orang banyak itu berseru, katanya: $Guru, aku memohon supaya Engkau menengok anakku, sebab ia adalah satu-satunya anakku."
042009039,"Sewaktu-waktu ia diserang roh, lalu mendadak ia berteriak dan roh itu menggoncang-goncangkannya sehingga mulutnya berbusa. Roh itu terus saja menyiksa dia dan hampir-hampir tidak mau meninggalkannya."
042009040,"Dan aku telah meminta kepada murid-murid-Mu supaya mereka mengusir roh itu, tetapi mereka tidak dapat.$"
042009041,"Maka kata Yesus: $Hai kamu angkatan yang tidak percaya dan yang sesat, berapa lama lagi Aku harus tinggal di antara kamu dan sabar terhadap kamu? Bawa anakmu itu kemari!$"
042009042,"Dan ketika anak itu mendekati Yesus, setan itu membantingkannya ke tanah dan menggoncang-goncangnya. Tetapi Yesus menegor roh jahat itu dengan keras dan menyembuhkan anak itu, lalu mengembalikannya kepada ayahnya."
042009043,"Maka takjublah semua orang itu karena kebesaran Allah.<br>(9-43b) Ketika semua orang itu masih heran karena segala yang diperbuat-Nya itu, Yesus berkata kepada murid-murid-Nya:"
042009044,"$Dengarlah dan camkanlah segala perkataan-Ku ini: Anak Manusia akan diserahkan ke dalam tangan manusia.$"
042009045,"Mereka tidak mengerti perkataan itu, sebab artinya tersembunyi bagi mereka, sehingga mereka tidak dapat memahaminya. Dan mereka tidak berani menanyakan arti perkataan itu kepada-Nya."
042009046,"Maka timbullah pertengkaran di antara murid-murid Yesus tentang siapakah yang terbesar di antara mereka."
042009047,"Tetapi Yesus mengetahui pikiran mereka. Karena itu Ia mengambil seorang anak kecil dan menempatkannya di samping-Nya,"
042009048,"dan berkata kepada mereka: $Barangsiapa menyambut anak ini dalam nama-Ku, ia menyambut Aku; dan barangsiapa menyambut Aku, ia menyambut Dia, yang mengutus Aku. Karena yang terkecil di antara kamu sekalian, dialah yang terbesar.$"
042009049,"Yohanes berkata: $Guru, kami lihat seorang mengusir setan demi nama-Mu, lalu kami cegah orang itu, karena ia bukan pengikut kita.$"
042009050,"Yesus berkata kepadanya: $Jangan kamu cegah, sebab barangsiapa tidak melawan kamu, ia ada di pihak kamu.$"
042009051,"Ketika hampir genap waktunya Yesus diangkat ke sorga, Ia mengarahkan pandangan-Nya untuk pergi ke Yerusalem,"
042009052,"dan Ia mengirim beberapa utusan mendahului Dia. Mereka itu pergi, lalu masuk ke suatu desa orang Samaria untuk mempersiapkan segala sesuatu bagi-Nya."
042009053,"Tetapi orang-orang Samaria itu tidak mau menerima Dia, karena perjalanan-Nya menuju Yerusalem."
042009054,"Ketika dua murid-Nya, yaitu Yakobus dan Yohanes, melihat hal itu, mereka berkata: $Tuhan, apakah Engkau mau, supaya kami menyuruh api turun dari langit untuk membinasakan mereka?$"
042009055,"Akan tetapi Ia berpaling dan menegor mereka."
042009056,"Lalu mereka pergi ke desa yang lain."
042009057,"Ketika Yesus dan murid-murid-Nya melanjutkan perjalanan mereka, berkatalah seorang di tengah jalan kepada Yesus: $Aku akan mengikut Engkau, ke mana saja Engkau pergi.$"
042009058,"Yesus berkata kepadanya: $Serigala mempunyai liang dan burung mempunyai sarang, tetapi Anak Manusia tidak mempunyai tempat untuk meletakkan kepala-Nya.$"
042009059,"Lalu Ia berkata kepada seorang lain: $Ikutlah Aku!$ Tetapi orang itu berkata: $Izinkanlah aku pergi dahulu menguburkan bapaku.$"
042009060,"Tetapi Yesus berkata kepadanya: $Biarlah orang mati menguburkan orang mati; tetapi engkau, pergilah dan beritakanlah Kerajaan Allah di mana-mana.$"
042009061,"Dan seorang lain lagi berkata: $Aku akan mengikut Engkau, Tuhan, tetapi izinkanlah aku pamitan dahulu dengan keluargaku.$"
042009062,"Tetapi Yesus berkata: $Setiap orang yang siap untuk membajak tetapi menoleh ke belakang, tidak layak untuk Kerajaan Allah.$"
042010001,"Kemudian dari pada itu Tuhan menunjuk tujuh puluh murid yang lain, lalu mengutus mereka berdua-dua mendahului-Nya ke setiap kota dan tempat yang hendak dikunjungi-Nya."
042010002,"Kata-Nya kepada mereka: $Tuaian memang banyak, tetapi pekerja sedikit. Karena itu mintalah kepada Tuan yang empunya tuaian, supaya Ia mengirimkan pekerja-pekerja untuk tuaian itu."
042010003,"Pergilah, sesungguhnya Aku mengutus kamu seperti anak domba ke tengah-tengah serigala."
042010004,"Janganlah membawa pundi-pundi atau bekal atau kasut, dan janganlah memberi salam kepada siapa pun selama dalam perjalanan."
042010005,"Kalau kamu memasuki suatu rumah, katakanlah lebih dahulu: Damai sejahtera bagi rumah ini."
042010006,"Dan jikalau di situ ada orang yang layak menerima damai sejahtera, maka salammu itu akan tinggal atasnya. Tetapi jika tidak, salammu itu kembali kepadamu."
042010007,"Tinggallah dalam rumah itu, makan dan minumlah apa yang diberikan orang kepadamu, sebab seorang pekerja patut mendapat upahnya. Janganlah berpindah-pindah rumah."
042010008,"Dan jikalau kamu masuk ke dalam sebuah kota dan kamu diterima di situ, makanlah apa yang dihidangkan kepadamu,"
042010009,"dan sembuhkanlah orang-orang sakit yang ada di situ dan katakanlah kepada mereka: Kerajaan Allah sudah dekat padamu."
042010010,"Tetapi jikalau kamu masuk ke dalam sebuah kota dan kamu tidak diterima di situ, pergilah ke jalan-jalan raya kota itu dan serukanlah:"
042010011,"Juga debu kotamu yang melekat pada kaki kami, kami kebaskan di depanmu; tetapi ketahuilah ini: Kerajaan Allah sudah dekat."
042010012,"Aku berkata kepadamu: pada hari itu Sodom akan lebih ringan tanggungannya dari pada kota itu.$"
042010013,"$Celakalah engkau Khorazim! Celakalah engkau Betsaida! karena jika di Tirus dan di Sidon terjadi mujizat-mujizat yang telah terjadi di tengah-tengah kamu, sudah lama mereka bertobat dan berkabung."
042010014,"Akan tetapi pada waktu penghakiman, tanggungan Tirus dan Sidon akan lebih ringan dari pada tanggunganmu."
042010015,"Dan engkau Kapernaum, apakah engkau akan dinaikkan sampai ke langit? Tidak, engkau akan diturunkan sampai ke dunia orang mati!"
042010016,"Barangsiapa mendengarkan kamu, ia mendengarkan Aku; dan barangsiapa menolak kamu, ia menolak Aku; dan barangsiapa menolak Aku, ia menolak Dia yang mengutus Aku.$"
042010017,"Kemudian ketujuh puluh murid itu kembali dengan gembira dan berkata: $Tuhan, juga setan-setan takluk kepada kami demi nama-Mu.$"
042010018,"Lalu kata Yesus kepada mereka: $Aku melihat Iblis jatuh seperti kilat dari langit."
042010019,"Sesungguhnya Aku telah memberikan kuasa kepada kamu untuk menginjak ular dan kalajengking dan kuasa untuk menahan kekuatan musuh, sehingga tidak ada yang akan membahayakan kamu."
042010020,"Namun demikian janganlah bersukacita karena roh-roh itu takluk kepadamu, tetapi bersukacitalah karena namamu ada terdaftar di sorga.$"
042010021,"Pada waktu itu juga bergembiralah Yesus dalam Roh Kudus dan berkata: $Aku bersyukur kepada-Mu, Bapa, Tuhan langit dan bumi, karena semuanya itu Engkau sembunyikan bagi orang bijak dan orang pandai, tetapi Engkau nyatakan kepada orang kecil. Ya Bapa, itulah yang berkenan kepada-Mu."
042010022,"Semua telah diserahkan kepada-Ku oleh Bapa-Ku dan tidak ada seorang pun yang tahu siapakah Anak selain Bapa, dan siapakah Bapa selain Anak dan orang yang kepadanya Anak itu berkenan menyatakan hal itu.$"
042010023,"Sesudah itu berpalinglah Yesus kepada murid-murid-Nya tersendiri dan berkata: $Berbahagialah mata yang melihat apa yang kamu lihat."
042010024,"Karena Aku berkata kepada kamu: Banyak nabi dan raja ingin melihat apa yang kamu lihat, tetapi tidak melihatnya, dan ingin mendengar apa yang kamu dengar, tetapi tidak mendengarnya.$"
042010025,"Pada suatu kali berdirilah seorang ahli Taurat untuk mencobai Yesus, katanya: $Guru, apa yang harus kuperbuat untuk memperoleh hidup yang kekal?$"
042010026,"Jawab Yesus kepadanya: $Apa yang tertulis dalam hukum Taurat? Apa yang kaubaca di sana?$"
042010027,"Jawab orang itu: $Kasihilah Tuhan, Allahmu, dengan segenap hatimu dan dengan segenap jiwamu dan dengan segenap kekuatanmu dan dengan segenap akal budimu, dan kasihilah sesamamu manusia seperti dirimu sendiri.$"
042010028,"Kata Yesus kepadanya: $Jawabmu itu benar; perbuatlah demikian, maka engkau akan hidup.$"
042010029,"Tetapi untuk membenarkan dirinya orang itu berkata kepada Yesus: $Dan siapakah sesamaku manusia?$"
042010030,"Jawab Yesus: $Adalah seorang yang turun dari Yerusalem ke Yerikho; ia jatuh ke tangan penyamun-penyamun yang bukan saja merampoknya habis-habisan, tetapi yang juga memukulnya dan yang sesudah itu pergi meninggalkannya setengah mati."
042010031,"Kebetulan ada seorang imam turun melalui jalan itu; ia melihat orang itu, tetapi ia melewatinya dari seberang jalan."
042010032,"Demikian juga seorang Lewi datang ke tempat itu; ketika ia melihat orang itu, ia melewatinya dari seberang jalan."
042010033,"Lalu datang seorang Samaria, yang sedang dalam perjalanan, ke tempat itu; dan ketika ia melihat orang itu, tergeraklah hatinya oleh belas kasihan."
042010034,"Ia pergi kepadanya lalu membalut luka-lukanya, sesudah ia menyiraminya dengan minyak dan anggur. Kemudian ia menaikkan orang itu ke atas keledai tunggangannya sendiri lalu membawanya ke tempat penginapan dan merawatnya."
042010035,"Keesokan harinya ia menyerahkan dua dinar kepada pemilik penginapan itu, katanya: Rawatlah dia dan jika kaubelanjakan lebih dari ini, aku akan menggantinya, waktu aku kembali."
042010036,"Siapakah di antara ketiga orang ini, menurut pendapatmu, adalah sesama manusia dari orang yang jatuh ke tangan penyamun itu?$"
042010037,"Jawab orang itu: $Orang yang telah menunjukkan belas kasihan kepadanya.$ Kata Yesus kepadanya: $Pergilah, dan perbuatlah demikian!$"
042010038,"Ketika Yesus dan murid-murid-Nya dalam perjalanan, tibalah Ia di sebuah kampung. Seorang perempuan yang bernama Marta menerima Dia di rumahnya."
042010039,"Perempuan itu mempunyai seorang saudara yang bernama Maria. Maria ini duduk dekat kaki Tuhan dan terus mendengarkan perkataan-Nya,"
042010040,"sedang Marta sibuk sekali melayani. Ia mendekati Yesus dan berkata: $Tuhan, tidakkah Engkau peduli, bahwa saudaraku membiarkan aku melayani seorang diri? Suruhlah dia membantu aku.$"
042010041,"Tetapi Tuhan menjawabnya: $Marta, Marta, engkau kuatir dan menyusahkan diri dengan banyak perkara,"
042010042,"tetapi hanya satu saja yang perlu: Maria telah memilih bagian yang terbaik, yang tidak akan diambil dari padanya.$"
042011001,"Pada suatu kali Yesus sedang berdoa di salah satu tempat. Ketika Ia berhenti berdoa, berkatalah seorang dari murid-murid-Nya kepada-Nya: $Tuhan, ajarlah kami berdoa, sama seperti yang diajarkan Yohanes kepada murid-muridnya.$"
042011002,"Jawab Yesus kepada mereka: $Apabila kamu berdoa, katakanlah:<br>Bapa, dikuduskanlah nama-Mu;<br>datanglah Kerajaan-Mu."
042011003,"Berikanlah kami setiap hari makanan kami yang secukupnya"
042011004,"dan ampunilah kami akan dosa kami,<br>sebab kami pun mengampuni setiap orang yang bersalah kepada kami;<br>dan janganlah membawa kami ke dalam pencobaan.$"
042011005,"Lalu kata-Nya kepada mereka: $Jika seorang di antara kamu pada tengah malam pergi ke rumah seorang sahabatnya dan berkata kepadanya: Saudara, pinjamkanlah kepadaku tiga roti,"
042011006,"sebab seorang sahabatku yang sedang berada dalam perjalanan singgah ke rumahku dan aku tidak mempunyai apa-apa untuk dihidangkan kepadanya;"
042011007,"masakan ia yang di dalam rumah itu akan menjawab: Jangan mengganggu aku, pintu sudah tertutup dan aku serta anak-anakku sudah tidur; aku tidak dapat bangun dan memberikannya kepada saudara."
042011008,"Aku berkata kepadamu: Sekalipun ia tidak mau bangun dan memberikannya kepadanya karena orang itu adalah sahabatnya, namun karena sikapnya yang tidak malu itu, ia akan bangun juga dan memberikan kepadanya apa yang diperlukannya."
042011009,"Oleh karena itu Aku berkata kepadamu: Mintalah, maka akan diberikan kepadamu; carilah, maka kamu akan mendapat; ketoklah, maka pintu akan dibukakan bagimu."
042011010,"Karena setiap orang yang meminta, menerima dan setiap orang yang mencari, mendapat dan setiap orang yang mengetok, baginya pintu dibukakan."
042011011,"Bapa manakah di antara kamu, jika anaknya minta ikan dari padanya, akan memberikan ular kepada anaknya itu ganti ikan?"
042011012,"Atau, jika ia minta telur, akan memberikan kepadanya kalajengking?"
042011013,"Jadi jika kamu yang jahat tahu memberi pemberian yang baik kepada anak-anakmu, apalagi Bapamu yang di sorga! Ia akan memberikan Roh Kudus kepada mereka yang meminta kepada-Nya.$"
042011014,"Pada suatu kali Yesus mengusir dari seorang suatu setan yang membisukan. Ketika setan itu keluar, orang bisu itu dapat berkata-kata. Maka heranlah orang banyak."
042011015,"Tetapi ada di antara mereka yang berkata: $Ia mengusir setan dengan kuasa Beelzebul, penghulu setan.$"
042011016,"Ada pula yang meminta suatu tanda dari sorga kepada-Nya, untuk mencobai Dia."
042011017,"Tetapi Yesus mengetahui pikiran mereka lalu berkata: $Setiap kerajaan yang terpecah-pecah pasti binasa, dan setiap rumah tangga yang terpecah-pecah, pasti runtuh."
042011018,"Jikalau Iblis itu juga terbagi-bagi dan melawan dirinya sendiri, bagaimanakah kerajaannya dapat bertahan? Sebab kamu berkata, bahwa Aku mengusir setan dengan kuasa Beelzebul."
042011019,"Jadi jika Aku mengusir setan dengan kuasa Beelzebul, dengan kuasa apakah pengikut-pengikutmu mengusirnya? Sebab itu merekalah yang akan menjadi hakimmu."
042011020,"Tetapi jika Aku mengusir setan dengan kuasa Allah, maka sesungguhnya Kerajaan Allah sudah datang kepadamu."
042011021,"Apabila seorang yang kuat dan yang lengkap bersenjata menjaga rumahnya sendiri, maka amanlah segala miliknya."
042011022,"Tetapi jika seorang yang lebih kuat dari padanya menyerang dan mengalahkannya, maka orang itu akan merampas perlengkapan senjata, yang diandalkannya, dan akan membagi-bagikan rampasannya."
042011023,"Siapa tidak bersama Aku, ia melawan Aku dan siapa tidak mengumpulkan bersama Aku, ia mencerai-beraikan.$"
042011024,"$Apabila roh jahat keluar dari manusia, ia pun mengembara ke tempat-tempat yang tandus mencari perhentian, dan karena ia tidak mendapatnya, ia berkata: Aku akan kembali ke rumah yang telah kutinggalkan itu."
042011025,"Maka pergilah ia dan mendapati rumah itu bersih tersapu dan rapi teratur."
042011026,"Lalu ia keluar dan mengajak tujuh roh lain yang lebih jahat dari padanya, dan mereka masuk dan berdiam di situ. Maka akhirnya keadaan orang itu lebih buruk dari pada keadaannya semula.$"
042011027,"Ketika Yesus masih berbicara, berserulah seorang perempuan dari antara orang banyak dan berkata kepada-Nya: $Berbahagialah ibu yang telah mengandung Engkau dan susu yang telah menyusui Engkau.$"
042011028,"Tetapi Ia berkata: $Yang berbahagia ialah mereka yang mendengarkan firman Allah dan yang memeliharanya.$"
042011029,"Ketika orang banyak mengerumuni-Nya, berkatalah Yesus: $Angkatan ini adalah angkatan yang jahat. Mereka menghendaki suatu tanda, tetapi kepada mereka tidak akan diberikan tanda selain tanda nabi Yunus."
042011030,"Sebab seperti Yunus menjadi tanda untuk orang-orang Niniwe, demikian pulalah Anak Manusia akan menjadi tanda untuk angkatan ini."
042011031,"Pada waktu penghakiman, ratu dari Selatan itu akan bangkit bersama orang dari angkatan ini dan ia akan menghukum mereka. Sebab ratu ini datang dari ujung bumi untuk mendengarkan hikmat Salomo, dan sesungguhnya yang ada di sini lebih dari pada Salomo!"
042011032,"Pada waktu penghakiman, orang-orang Niniwe akan bangkit bersama angkatan ini dan mereka akan menghukumnya. Sebab orang-orang Niniwe itu bertobat waktu mereka mendengarkan pemberitaan Yunus, dan sesungguhnya yang ada di sini lebih dari pada Yunus!$"
042011033,"$Tidak seorang pun yang menyalakan pelita lalu meletakkannya di kolong rumah atau di bawah gantang, melainkan di atas kaki dian, supaya semua orang yang masuk, dapat melihat cahayanya."
